##X¡¢Y unit mm	
Param	XOffset=3	  YOffset=5.5	XSpan=.66	YSpan=.66	Rotate=0	Mirror=1	ZoomScale=10
##TID(%03d)	I(%02d)	J(%02d)	X(%5.2f)	Y(%5.2f)
1775	24	73	15.32	47.95
1776	24	74	15.32	48.62
1777	25	1	15.98	 0.00
1778	25	2	15.98	 0.67
1779	25	3	15.98	 1.33
1780	25	4	15.98	 2.00
1781	25	5	15.98	 2.66
1782	25	6	15.98	 3.33
1783	25	7	15.98	 4.00
1784	25	8	15.98	 4.66
1785	25	9	15.98	 5.33
1786	25	10	15.98	 5.99
1787	25	11	15.98	 6.66
1788	25	12	15.98	 7.33
1789	25	13	15.98	 7.99
1790	25	14	15.98	 8.66
1791	25	15	15.98	 9.32
1792	25	16	15.98	 9.99
1793	25	17	15.98	10.66
1794	25	18	15.98	11.32
1795	25	19	15.98	11.99
1796	25	20	15.98	12.65
1797	25	21	15.98	13.32
1798	25	22	15.98	13.99
1799	25	23	15.98	14.65
1800	25	24	15.98	15.32
1801	25	25	15.98	15.98
1802	25	26	15.98	16.65
1803	25	27	15.98	17.32
1804	25	28	15.98	17.98
1805	25	29	15.98	18.65
1806	25	30	15.98	19.31
1807	25	31	15.98	19.98
1808	25	32	15.98	20.65
1809	25	33	15.98	21.31
1810	25	34	15.98	21.98
1811	25	35	15.98	22.64
1812	25	36	15.98	23.31
1813	25	37	15.98	23.98
1814	25	38	15.98	24.64
1815	25	39	15.98	25.31
1816	25	40	15.98	25.97
1817	25	41	15.98	26.64
1818	25	42	15.98	27.31
1819	25	43	15.98	27.97
1820	25	44	15.98	28.64
1821	25	45	15.98	29.30
1822	25	46	15.98	29.97
1823	25	47	15.98	30.64
1824	25	48	15.98	31.30
1825	25	49	15.98	31.97
1826	25	50	15.98	32.63
1827	25	51	15.98	33.30
1828	25	52	15.98	33.97
1829	25	53	15.98	34.63
1830	25	54	15.98	35.30
1831	25	55	15.98	35.96
1832	25	56	15.98	36.63
1833	25	57	15.98	37.30
1834	25	58	15.98	37.96
1835	25	59	15.98	38.63
1836	25	60	15.98	39.29
1837	25	61	15.98	39.96
1838	25	62	15.98	40.63
1839	25	63	15.98	41.29
1840	25	64	15.98	41.96
1841	25	65	15.98	42.62
1842	25	66	15.98	43.29
1843	25	67	15.98	43.96
1844	25	68	15.98	44.62
1845	25	69	15.98	45.29
1846	25	70	15.98	45.95
1847	25	71	15.98	46.62
1848	25	72	15.98	47.29
1849	25	73	15.98	47.95
1850	25	74	15.98	48.62
1851	26	1	16.65	 0.00
1852	26	2	16.65	 0.67
1853	26	3	16.65	 1.33
1854	26	4	16.65	 2.00
1855	26	5	16.65	 2.66
1856	26	6	16.65	 3.33
1857	26	7	16.65	 4.00
1858	26	8	16.65	 4.66
1859	26	9	16.65	 5.33
1860	26	10	16.65	 5.99
1861	26	11	16.65	 6.66
1862	26	12	16.65	 7.33
1863	26	13	16.65	 7.99
1864	26	14	16.65	 8.66
1865	26	15	16.65	 9.32
1866	26	16	16.65	 9.99
1867	26	17	16.65	10.66
1868	26	18	16.65	11.32
1869	26	19	16.65	11.99
1870	26	20	16.65	12.65
1871	26	21	16.65	13.32
1872	26	22	16.65	13.99
1873	26	23	16.65	14.65
1874	26	24	16.65	15.32
1875	26	25	16.65	15.98
1876	26	26	16.65	16.65
1877	26	27	16.65	17.32
1878	26	28	16.65	17.98
1879	26	29	16.65	18.65
1880	26	30	16.65	19.31
1881	26	31	16.65	19.98
1882	26	32	16.65	20.65
1883	26	33	16.65	21.31
1884	26	34	16.65	21.98
1885	26	35	16.65	22.64
1886	26	36	16.65	23.31
1887	26	37	16.65	23.98
1888	26	38	16.65	24.64
1889	26	39	16.65	25.31
1890	26	40	16.65	25.97
1891	26	41	16.65	26.64
1892	26	42	16.65	27.31
1893	26	43	16.65	27.97
1894	26	44	16.65	28.64
1895	26	45	16.65	29.30
1896	26	46	16.65	29.97
1897	26	47	16.65	30.64
1898	26	48	16.65	31.30
1899	26	49	16.65	31.97
1900	26	50	16.65	32.63
1901	26	51	16.65	33.30
1902	26	52	16.65	33.97
1903	26	53	16.65	34.63
1904	26	54	16.65	35.30
1905	26	55	16.65	35.96
1906	26	56	16.65	36.63
1907	26	57	16.65	37.30
1908	26	58	16.65	37.96
1909	26	59	16.65	38.63
1910	26	60	16.65	39.29
1911	26	61	16.65	39.96
1912	26	62	16.65	40.63
1913	26	63	16.65	41.29
1914	26	64	16.65	41.96
1915	26	65	16.65	42.62
1916	26	66	16.65	43.29
1917	26	67	16.65	43.96
1918	26	68	16.65	44.62
1919	26	69	16.65	45.29
1920	26	70	16.65	45.95
1921	26	71	16.65	46.62
1922	26	72	16.65	47.29
1923	26	73	16.65	47.95
1924	26	74	16.65	48.62
1925	27	1	17.32	 0.00
1926	27	2	17.32	 0.67
1927	27	3	17.32	 1.33
1928	27	4	17.32	 2.00
1929	27	5	17.32	 2.66
1930	27	6	17.32	 3.33
1931	27	7	17.32	 4.00
1932	27	8	17.32	 4.66
1933	27	9	17.32	 5.33
1934	27	10	17.32	 5.99
1935	27	11	17.32	 6.66
1936	27	12	17.32	 7.33
1937	27	13	17.32	 7.99
1938	27	14	17.32	 8.66
1939	27	15	17.32	 9.32
1940	27	16	17.32	 9.99
1941	27	17	17.32	10.66
1942	27	18	17.32	11.32
1943	27	19	17.32	11.99
1944	27	20	17.32	12.65
1945	27	21	17.32	13.32
1946	27	22	17.32	13.99
1947	27	23	17.32	14.65
1948	27	24	17.32	15.32
1949	27	25	17.32	15.98
1950	27	26	17.32	16.65
1951	27	27	17.32	17.32
1952	27	28	17.32	17.98
1953	27	29	17.32	18.65
1954	27	30	17.32	19.31
1955	27	31	17.32	19.98
1956	27	32	17.32	20.65
1957	27	33	17.32	21.31
1958	27	34	17.32	21.98
1959	27	35	17.32	22.64
1960	27	36	17.32	23.31
1961	27	37	17.32	23.98
1962	27	38	17.32	24.64
1963	27	39	17.32	25.31
1964	27	40	17.32	25.97
1965	27	41	17.32	26.64
1966	27	42	17.32	27.31
1967	27	43	17.32	27.97
1968	27	44	17.32	28.64
1969	27	45	17.32	29.30
1970	27	46	17.32	29.97
1971	27	47	17.32	30.64
1972	27	48	17.32	31.30
1973	27	49	17.32	31.97
1974	27	50	17.32	32.63
1975	27	51	17.32	33.30
1976	27	52	17.32	33.97
1977	27	53	17.32	34.63
1978	27	54	17.32	35.30
1979	27	55	17.32	35.96
1980	27	56	17.32	36.63
1981	27	57	17.32	37.30
1982	27	58	17.32	37.96
1983	27	59	17.32	38.63
1984	27	60	17.32	39.29
1985	27	61	17.32	39.96
1986	27	62	17.32	40.63
1987	27	63	17.32	41.29
1988	27	64	17.32	41.96
1989	27	65	17.32	42.62
1990	27	66	17.32	43.29
1991	27	67	17.32	43.96
1992	27	68	17.32	44.62
1993	27	69	17.32	45.29
1994	27	70	17.32	45.95
1995	27	71	17.32	46.62
1996	27	72	17.32	47.29
1997	27	73	17.32	47.95
1998	27	74	17.32	48.62
1999	28	1	17.98	 0.00
2000	28	2	17.98	 0.67
2001	28	3	17.98	 1.33
2002	28	4	17.98	 2.00
2003	28	5	17.98	 2.66
2004	28	6	17.98	 3.33
2005	28	7	17.98	 4.00
2006	28	8	17.98	 4.66
2007	28	9	17.98	 5.33
2008	28	10	17.98	 5.99
2009	28	11	17.98	 6.66
2010	28	12	17.98	 7.33
2011	28	13	17.98	 7.99
2012	28	14	17.98	 8.66
2013	28	15	17.98	 9.32
2014	28	16	17.98	 9.99
2015	28	17	17.98	10.66
2016	28	18	17.98	11.32
2017	28	19	17.98	11.99
2018	28	20	17.98	12.65
2019	28	21	17.98	13.32
2020	28	22	17.98	13.99
2021	28	23	17.98	14.65
2022	28	24	17.98	15.32
2023	28	25	17.98	15.98
2024	28	26	17.98	16.65
2025	28	27	17.98	17.32
2026	28	28	17.98	17.98
2027	28	29	17.98	18.65
2028	28	30	17.98	19.31
2029	28	31	17.98	19.98
2030	28	32	17.98	20.65
2031	28	33	17.98	21.31
2032	28	34	17.98	21.98
2033	28	35	17.98	22.64
2034	28	36	17.98	23.31
2035	28	37	17.98	23.98
2036	28	38	17.98	24.64
2037	28	39	17.98	25.31
2038	28	40	17.98	25.97
2039	28	41	17.98	26.64
2040	28	42	17.98	27.31
2041	28	43	17.98	27.97
2042	28	44	17.98	28.64
2043	28	45	17.98	29.30
2044	28	46	17.98	29.97
2045	28	47	17.98	30.64
2046	28	48	17.98	31.30
2047	28	49	17.98	31.97
2048	28	50	17.98	32.63
2049	28	51	17.98	33.30
2050	28	52	17.98	33.97
2051	28	53	17.98	34.63
2052	28	54	17.98	35.30
2053	28	55	17.98	35.96
2054	28	56	17.98	36.63
2055	28	57	17.98	37.30
2056	28	58	17.98	37.96
2057	28	59	17.98	38.63
2058	28	60	17.98	39.29
2059	28	61	17.98	39.96
2060	28	62	17.98	40.63
2061	28	63	17.98	41.29
2062	28	64	17.98	41.96
2063	28	65	17.98	42.62
2064	28	66	17.98	43.29
2065	28	67	17.98	43.96
2066	28	68	17.98	44.62
2067	28	69	17.98	45.29
2068	28	70	17.98	45.95
2069	28	71	17.98	46.62
2070	28	72	17.98	47.29
2071	28	73	17.98	47.95
2072	28	74	17.98	48.62
